Date,Temperature(Deg C),Specific Conductance(uS/m),Dissolved Oxygen(mg/L),pH(SU),Oxidation-Reduction Potential(mV),Turbidity(NTU),Chlorophyll a (ug/L)
05/05/06,20.24,167,,7.87,389.50,4.57,6.3
05/06/06,20.35,166,,7.86,394.09,4.85,6.2
05/07/06,20.15,165,,7.71,416.94,5.07,5.7
05/08/06,20.28,164,,7.82,412.19,5.44,8.3
05/09/06,20.25,164,,7.90,394.11,6.50,9.7
05/10/06,20.24,164,,7.64,414.31,6.92,5.1
05/11/06,20.17,163,,7.69,412.31,9.19,3.9
05/12/06,20.07,165,,7.72,422.63,14.05,3.1
05/13/06,20.07,166,,7.74,424.09,17.45,3.4
05/14/06,19.97,168,,7.76,423.75,17.39,2.3
05/15/06,19.52,169,9.32,7.75,409.15,14.57,4.5
05/16/06,19.48,172,9.28,7.75,398.97,4.39,6.0
05/17/06,19.72,171,10.20,8.06,366.73,3.33,8.9
05/18/06,19.66,170,10.26,8.09,349.28,4.20,10.1
05/19/06,19.70,170,10.68,8.25,344.84,4.09,12.0
05/20/06,20.44,168,12.73,8.77,293.96,3.75,20.8
05/21/06,20.73,168,14.02,8.98,254.20,3.03,25.3
05/22/06,21.24,167,14.04,9.00,245.02,2.75,18.4
05/23/06,22.06,166,14.65,9.16,224.49,2.06,15.1
05/24/06,21.73,164,12.43,8.80,266.10,3.05,12.2
05/25/06,21.87,162,10.47,8.42,310.55,4.85,10.6
05/26/06,22.80,160,10.56,8.35,332.70,3.51,10.1
05/27/06,23.90,160,11.92,8.68,283.34,3.05,13.6
05/28/06,24.74,159,12.21,8.71,275.13,4.35,13.0
05/29/06,25.28,159,12.05,8.70,264.02,4.95,12.2
05/30/06,26.01,164,11.96,8.81,227.89,9.32,11.6
05/31/06,26.05,167,11.23,8.72,254.90,14.30,8.3
06/01/06,26.51,168,11.47,8.87,208.66,16.45,8.9
06/02/06,25.83,168,9.55,8.63,271.67,12.94,10.0
06/03/06,25.69,169,8.89,8.34,341.66,11.74,5.5
06/04/06,25.63,168,9.11,8.39,333.47,3.87,5.8
06/05/06,25.61,168,8.20,8.16,366.49,1.46,4.7
06/06/06,25.49,168,8.35,8.15,374.81,1.80,5.6
06/07/06,25.62,168,8.24,7.99,399.83,2.01,5.4
06/08/06,26.04,169,8.63,8.01,338.99,1.87,25.6
06/09/06,26.46,172,7.89,7.77,344.10,1.72,8.5
06/10/06,27.34,172,9.37,8.24,281.99,1.05,8.6
06/11/06,27.45,171,9.13,8.26,284.83,1.66,13.4
06/12/06,27.22,173,8.14,7.95,314.88,1.44,7.9
06/13/06,26.59,174,7.45,7.60,362.36,2.60,5.2
06/14/06,26.63,175,8.13,7.75,344.38,3.15,8.7
06/15/06,26.83,175,8.70,7.88,335.31,3.27,11.5
06/16/06,27.06,175,9.22,8.07,309.10,6.25,14.6
06/17/06,26.87,173,8.34,7.75,370.34,8.68,10.1
06/18/06,26.30,171,7.05,7.38,416.01,30.66,7.9
06/19/06,26.38,173,7.33,7.41,418.38,8.19,8.6
06/20/06,26.92,172,8.65,7.62,427.00,3.76,11.4
06/21/06,27.74,173,9.72,7.99,377.59,3.49,10.4
06/22/06,28.27,175,9.92,8.09,372.01,22.89,8.8
06/23/06,28.44,175,9.38,7.91,405.28,6.62,7.2
06/24/06,28.38,174,9.24,7.90,427.04,18.91,6.8
06/25/06,28.39,172,9.00,7.92,430.92,619.55,7.6
06/26/06,28.48,173,8.68,7.87,433.93,82.77,7.0
06/27/06,28.29,171,8.66,7.93,354.22,366.88,7.7
06/28/06,28.63,171,8.97,7.97,336.20,392.53,7.9
06/29/06,28.78,172,9.90,8.43,292.31,81.37,8.4
06/30/06,28.87,172,9.40,8.39,277.86,624.85,9.6
07/01/06,29.29,172,9.10,8.33,261.02,294.99,7.3
07/02/06,29.89,172,9.20,8.40,250.08,497.88,7.8
07/03/06,30.02,175,9.23,8.34,269.89,247.04,6.9
07/04/06,29.97,177,8.68,8.17,318.83,323.65,5.5
07/05/06,29.38,176,7.59,7.80,362.16,594.04,5.2
07/06/06,28.79,177,6.94,7.49,407.64,168.86,4.4
07/10/06,27.84,176,6.26,7.28,442.67,481.79,10.8
07/11/06,27.57,176,6.84,7.36,445.84,522.82,6.6
07/12/06,27.52,175,6.35,7.25,454.10,405.61,7.2
07/13/06,27.92,174,7.35,7.47,435.46,635.98,7.6
07/14/06,28.19,174,7.80,7.59,412.64,411.41,8.4
07/15/06,28.71,175,8.35,7.85,372.73,7.72,8.5
07/16/06,29.83,176,8.78,8.08,352.42,22.10,6.0
07/17/06,30.77,175,9.55,8.40,322.04,0.43,4.6
07/18/06,30.93,177,9.27,8.35,317.57,0.30,4.2
07/19/06,31.15,176,9.77,8.47,303.35,0.51,5.4
07/20/06,31.63,177,9.39,8.52,262.64,0.67,5.6
07/21/06,30.53,177,7.43,7.77,348.35,38.65,5.9
07/22/06,29.48,177,6.57,7.45,418.42,3.02,6.5
07/23/06,29.47,178,6.97,7.60,406.23,2.64,7.5
07/24/06,29.83,178,7.45,7.81,389.58,1.30,6.0
07/25/06,30.08,178,8.56,8.08,344.36,0.98,6.5
07/26/06,29.56,177,7.68,7.80,373.23,3.24,6.3
07/27/06,29.11,177,6.58,7.43,430.74,19.73,8.4
07/28/06,28.79,177,6.28,7.36,425.06,3.15,7.6
07/29/06,28.58,176,6.39,7.43,424.74,2.52,5.5
07/30/06,29.40,175,7.65,7.76,396.45,1.66,6.0
07/31/06,30.30,175,9.87,8.51,277.90,1.82,8.9
08/01/06,29.84,174,9.31,8.38,346.71,41.05,9.1
08/02/06,30.25,173,8.69,8.22,363.99,1.44,13.3
08/03/06,30.48,168,8.67,8.40,260.54,1.53,6.7
08/04/06,30.37,165,8.67,8.49,258.02,1.29,7.3
08/05/06,30.40,167,8.47,8.33,254.69,1.39,7.4
08/06/06,30.45,167,8.58,8.41,260.36,3.57,7.8
08/07/06,30.90,168,9.21,8.56,257.31,5.12,7.7
08/08/06,31.47,171,9.94,8.74,239.44,3.87,8.0
08/09/06,31.45,173,9.29,8.63,254.24,5.70,7.6
08/10/06,31.33,174,8.02,8.28,302.51,5.71,7.7
08/11/06,30.62,174,6.62,7.68,375.29,7.16,7.5
08/12/06,30.40,173,6.54,7.63,388.93,9.79,6.6
08/13/06,30.41,172,6.75,7.66,389.30,7.94,6.2
08/14/06,30.03,171,6.69,7.64,394.98,7.11,6.6
08/15/06,30.08,169,7.47,7.81,367.60,9.39,7.9
08/16/06,29.97,168,7.20,7.70,350.16,16.34,13.8
08/17/06,30.15,170,7.25,7.84,377.95,16.75,22.5
08/18/06,30.34,169,7.84,7.96,403.30,19.63,23.9
08/19/06,30.14,169,7.43,7.79,420.36,19.46,32.6
08/20/06,30.26,169,7.84,7.90,397.61,17.58,32.9
08/21/06,30.26,169,6.90,7.69,409.51,17.65,42.7
08/22/06,29.96,168,6.72,7.64,398.22,18.06,35.8
08/23/06,29.95,169,6.56,7.60,403.44,19.62,27.3
08/24/06,29.98,170,6.81,7.68,387.24,23.57,21.2
08/25/06,29.52,169,6.93,7.63,396.22,22.70,21.3
08/26/06,29.34,170,5.84,7.36,416.50,15.21,12.8
08/27/06,29.54,171,6.13,7.46,423.58,11.26,13.9
08/28/06,29.54,172,6.74,7.51,435.96,11.74,14.3
08/29/06,29.43,172,6.54,7.45,437.36,14.15,12.8
08/30/06,29.06,172,6.47,7.41,449.69,11.82,6.5
08/31/06,28.58,173,6.37,7.40,460.47,10.25,4.3
09/01/06,28.29,175,6.59,7.42,460.79,9.93,5.2
09/02/06,27.84,176,6.44,7.39,464.34,10.61,5.5
09/03/06,27.42,176,6.44,7.39,463.74,10.31,4.0
09/04/06,27.01,177,6.74,7.43,463.24,10.98,4.4
09/05/06,26.76,177,7.17,7.51,459.03,10.26,4.7
09/06/06,26.55,178,7.64,7.61,452.54,10.99,6.2
09/07/06,26.72,178,8.42,7.86,411.99,10.38,5.1
09/08/06,26.54,176,8.65,7.95,413.51,10.28,4.2
09/09/06,26.71,176,9.31,8.18,389.76,11.93,4.6
09/10/06,26.38,175,8.07,7.87,418.65,15.67,4.5
09/11/06,26.09,175,7.38,7.68,418.53,18.83,4.3
09/12/06,25.86,177,7.04,7.54,432.83,20.03,3.7
09/13/06,25.51,179,6.89,7.51,434.19,21.24,3.6
09/14/06,25.34,182,6.65,7.49,440.04,23.37,3.1
09/15/06,25.50,183,6.81,7.62,419.31,34.14,3.7
09/16/06,25.30,183,6.93,7.76,406.47,67.96,5.0
09/17/06,25.22,185,6.17,7.70,419.74,107.50,4.2
09/18/06,25.15,186,5.54,7.58,423.69,139.03,3.9
09/19/06,24.90,189,5.24,7.57,425.05,206.86,3.7
09/20/06,24.55,188,4.85,7.56,428.78,534.96,3.5
09/21/06,24.00,186,5.10,7.63,430.60,541.86,6.4
09/22/06,23.33,184,5.63,7.74,416.11,688.44,7.1
09/23/06,23.26,182,5.36,7.66,425.99,646.08,3.3
09/24/06,23.17,180,5.01,7.60,440.15,551.56,3.0
09/25/06,22.95,180,4.86,7.62,444.26,600.04,3.3
09/26/06,22.93,182,5.25,7.65,431.82,654.23,3.8
09/27/06,22.90,184,5.70,7.74,432.77,670.39,4.1
09/28/06,22.84,190,5.76,7.70,436.00,540.35,5.2
09/29/06,22.49,192,5.40,7.70,443.10,617.49,3.9
09/30/06,22.21,193,5.82,7.73,441.01,578.99,4.6
10/01/06,22.45,195,5.47,7.70,440.86,544.71,3.5
10/02/06,22.37,193,6.51,7.72,394.29,370.86,3.6
10/03/06,22.48,189,7.74,7.68,317.13,2.16,2.9
10/04/06,22.94,188,8.34,7.82,296.32,1.70,4.1
10/05/06,22.86,188,8.30,7.76,296.52,2.64,4.3
10/06/06,22.35,191,7.87,7.61,306.22,3.28,3.2
10/07/06,22.06,193,7.99,7.64,305.50,2.82,3.4
10/08/06,22.13,195,8.18,7.66,306.42,2.86,3.8
10/09/06,22.33,196,8.64,7.78,305.21,2.98,4.4
10/10/06,22.14,196,8.95,7.89,309.90,8.25,5.3
10/11/06,21.59,195,7.83,7.58,337.90,37.20,3.2
10/12/06,20.81,193,8.07,7.61,352.91,19.58,3.1
10/13/06,19.98,195,8.17,7.62,358.31,26.50,2.8
10/14/06,19.61,197,8.40,7.65,363.55,20.73,2.8
10/15/06,19.19,198,8.42,7.65,373.40,10.46,2.9
10/16/06,18.33,199,8.85,7.70,390.80,7.21,2.9
10/17/06,18.22,199,8.94,7.72,397.47,5.05,2.7
10/18/06,18.26,202,8.92,7.72,388.86,5.51,2.6
10/19/06,18.11,205,9.01,7.72,394.73,4.88,2.6
10/20/06,17.66,205,9.23,7.76,399.11,5.10,2.7
10/21/06,17.26,208,9.31,7.77,398.39,5.64,2.6
10/22/06,16.79,205,9.41,7.77,404.02,5.06,2.6
10/23/06,16.40,207,9.54,7.79,404.48,2.69,2.5
10/24/06,16.14,209,9.69,7.82,397.77,2.18,2.5
10/25/06,15.84,209,9.63,7.80,394.78,1.82,2.4
10/26/06,15.39,211,9.90,7.82,391.16,2.23,2.5
10/27/06,15.09,208,10.16,7.85,390.06,2.57,2.4
10/28/06,14.81,208,10.40,7.88,386.54,3.43,2.5
10/29/06,15.06,212,10.27,7.87,388.45,2.31,2.3
10/30/06,15.01,213,10.47,7.89,375.68,2.65,2.5
10/31/06,15.13,210,10.48,7.89,378.94,3.21,2.4
11/01/06,14.93,210,10.51,7.90,385.89,2.91,2.5
11/02/06,14.45,209,10.66,7.92,384.05,3.03,2.3
11/03/06,14.15,212,10.73,7.93,387.18,3.03,2.3
11/04/06,13.77,213,10.87,7.94,379.94,3.44,2.5
11/05/06,13.82,218,10.78,7.92,384.02,3.53,2.5
11/06/06,13.71,214,10.80,7.92,384.81,3.08,2.5
11/07/06,13.71,213,10.74,7.90,380.29,3.45,2.5
11/08/06,13.84,212,10.83,7.91,380.14,3.38,2.4
11/09/06,14.01,213,10.94,7.93,374.28,3.20,2.4
11/10/06,14.44,214,10.87,7.92,368.42,3.45,2.7
11/11/06,14.48,214,10.78,7.91,372.48,4.78,2.8
11/12/06,14.40,214,10.72,7.91,387.72,5.00,2.4
11/13/06,14.19,213,10.74,7.91,389.32,4.97,2.8
11/14/06,13.85,212,10.77,7.93,392.63,4.99,3.0
11/15/06,13.66,210,10.86,7.92,386.54,5.59,2.7
11/16/06,13.35,209,10.87,7.92,382.27,5.24,2.5
11/17/06,13.00,211,10.92,7.94,387.01,4.88,2.3
11/18/06,12.83,207,10.98,7.93,384.51,4.74,2.6
11/19/06,12.53,204,11.09,7.93,392.21,5.23,2.5
11/20/06,12.02,202,11.31,7.96,397.84,6.11,2.4
11/21/06,11.73,198,11.39,7.96,404.54,6.60,2.5
11/22/06,11.55,197,11.42,7.94,405.60,6.56,2.7
11/23/06,11.46,198,11.43,7.93,407.51,6.58,2.6
11/24/06,11.39,203,11.46,7.94,405.35,6.41,4.1
11/25/06,11.47,196,11.47,7.94,396.61,6.37,2.7
11/26/06,11.68,198,11.58,7.96,388.68,7.34,3.0
11/27/06,11.89,200,11.50,7.94,393.47,7.80,2.8
11/28/06,11.99,196,11.58,7.95,390.53,8.15,3.5
11/29/06,12.47,197,11.56,7.95,382.13,8.52,3.2
11/30/06,12.90,191,11.79,8.03,380.24,7.87,4.8
12/01/06,12.14,191,11.55,7.96,399.59,8.74,3.1
12/02/06,11.59,190,11.70,8.00,408.26,8.14,3.0
12/03/06,11.16,189,11.78,8.00,391.59,7.88,2.8
12/04/06,10.15,189,12.13,8.05,406.81,9.19,2.8
12/05/06,9.95,191,12.12,8.04,401.76,8.72,2.6
12/06/06,9.60,193,12.25,8.03,404.86,8.43,2.7
12/07/06,9.07,192,12.52,8.05,391.97,9.59,2.9
01/17/07,9.15,178,11.63,7.81,225.90,4.68,60.9
01/18/07,8.74,177,11.68,7.83,245.17,4.56,64.9
01/19/07,8.55,179,11.99,7.85,246.85,4.17,75.1
01/20/07,8.30,181,12.28,7.85,246.57,3.83,69.9
01/21/07,7.91,180,12.55,7.87,246.65,3.96,39.1
01/22/07,7.99,181,12.62,7.85,246.16,3.61,13.0
01/23/07,7.65,178,12.88,7.87,246.82,3.54,13.2
01/24/07,7.71,180,12.87,7.86,246.10,3.13,2.6
01/25/07,7.64,181,13.05,7.88,245.46,4.03,2.6
01/26/07,7.41,181,13.31,7.92,246.54,3.84,2.9
01/27/07,7.40,182,13.40,7.93,247.00,3.83,2.9
01/28/07,6.87,182,13.58,7.97,249.39,4.55,3.5
01/29/07,6.32,184,13.57,7.97,253.01,4.07,3.0
01/30/07,5.85,184,13.47,8.01,256.84,4.31,3.6
01/31/07,5.37,185,13.65,8.03,256.66,4.52,3.9
02/01/07,5.21,188,13.95,8.04,258.33,3.98,4.0
02/02/07,5.21,189,14.07,8.05,257.88,3.72,4.1
02/03/07,4.79,189,14.35,8.08,253.21,3.84,5.4
02/04/07,4.78,192,14.43,8.08,250.93,3.36,4.4
02/05/07,4.32,192,14.73,8.13,258.02,3.51,5.8
02/06/07,3.95,191,15.12,8.20,259.44,3.35,6.9
02/07/07,4.47,193,14.80,8.15,260.70,3.19,5.7
02/08/07,4.45,195,14.77,8.16,260.87,2.88,6.0
02/09/07,4.15,196,14.81,8.22,260.90,2.80,6.9
02/10/07,3.85,195,15.16,8.29,262.24,2.83,8.6
02/11/07,3.94,195,15.64,8.44,261.59,2.76,10.0
02/12/07,4.01,195,15.61,8.44,261.58,2.59,11.9
02/13/07,4.24,194,15.51,8.49,263.34,3.64,13.7
02/14/07,4.12,194,15.03,8.35,261.65,4.53,10.9
02/15/07,3.76,194,15.23,8.42,263.60,4.19,12.0
02/16/07,3.50,194,15.54,8.48,265.24,4.00,12.5
02/17/07,3.45,195,15.65,8.55,267.93,4.18,15.2
02/18/07,3.26,196,15.81,8.62,270.11,3.69,15.1
02/19/07,3.13,195,16.02,8.67,272.51,3.56,17.1
02/20/07,3.93,196,16.29,8.76,270.24,3.59,19.1
02/21/07,4.58,193,16.75,8.84,266.49,3.41,21.1
02/22/07,4.76,193,17.28,8.93,264.99,3.34,22.9
02/23/07,5.16,194,17.46,9.00,260.24,3.06,22.2
02/24/07,5.23,193,16.59,8.87,264.40,3.43,21.4
02/25/07,5.26,194,15.85,8.70,265.41,3.18,18.0
02/26/07,5.35,192,16.07,8.82,260.50,3.19,19.8
02/27/07,5.85,190,16.49,8.93,257.88,3.46,19.8
02/28/07,6.21,188,16.70,9.05,255.41,3.93,20.8
03/01/07,7.08,188,15.63,8.96,255.13,3.95,18.5
03/02/07,7.12,187,15.24,8.86,251.57,3.76,16.5
03/03/07,7.33,190,15.28,8.79,251.03,3.48,14.8
03/04/07,7.61,194,14.85,8.65,253.24,3.12,10.5
03/05/07,8.01,194,15.36,8.67,253.19,2.91,9.7
03/06/07,8.52,192,15.21,8.69,253.73,2.94,9.3
03/07/07,8.62,191,15.00,8.68,254.77,3.88,10.0
03/08/07,9.29,195,14.69,8.53,258.11,3.67,7.3
03/09/07,9.60,194,15.47,8.77,252.15,3.57,11.0
03/10/07,10.43,195,14.92,8.57,255.61,4.44,8.7
03/11/07,10.90,193,14.13,8.46,255.66,5.76,8.2
03/12/07,11.20,189,13.27,8.55,248.74,5.01,9.5
03/13/07,11.52,186,4.17,8.63,240.90,4.03,10.2
03/14/07,11.92,186,-0.22,8.67,239.56,3.61,10.2
03/15/07,12.06,184,-4.82,8.49,241.86,3.64,9.1
03/16/07,11.94,182,-5.39,8.38,243.58,3.60,6.3
03/17/07,11.74,182,-5.42,8.42,244.09,3.71,6.7
03/18/07,11.36,183,-5.47,8.37,244.02,2.96,6.3
03/19/07,11.46,183,6.15,7.36,210.10,33.91,5.4
03/20/07,12.10,183,12.89,8.57,238.43,1.65,8.3
03/21/07,12.37,181,12.34,8.58,245.49,1.34,8.9
03/22/07,12.62,182,11.57,8.46,248.78,1.17,7.5
03/23/07,13.25,182,12.16,8.62,247.41,0.89,9.3
03/24/07,14.02,182,13.14,8.79,244.96,0.59,10.5
03/25/07,15.11,182,14.51,8.99,241.39,0.49,11.7
03/26/07,16.01,180,14.91,9.06,238.00,0.56,11.9
03/27/07,16.40,179,14.17,8.99,238.33,0.78,10.3
03/28/07,16.39,178,12.62,8.85,242.96,1.01,10.0
03/29/07,17.33,177,12.70,8.84,242.44,0.44,7.8
03/30/07,18.09,178,13.58,8.87,243.81,0.39,7.3
03/31/07,17.34,180,11.89,8.60,253.80,1.47,5.4
04/01/07,17.33,182,10.69,8.34,264.17,1.51,4.0
04/02/07,18.10,179,9.79,8.33,267.64,1.37,3.8
04/03/07,18.24,181,9.91,8.28,272.35,2.48,3.8
04/04/07,17.78,181,10.06,8.15,279.47,3.78,3.3
04/05/07,17.17,181,10.00,7.99,284.76,5.21,2.8
04/06/07,16.17,181,10.16,7.92,287.68,5.92,2.4
04/07/07,15.11,181,10.35,7.93,290.79,6.64,2.7
04/08/07,14.62,181,11.34,7.91,293.23,13.71,2.5
04/09/07,14.64,181,12.09,7.92,294.64,17.68,2.2
04/10/07,14.49,183,12.95,8.00,295.86,12.24,3.2
04/11/07,14.42,181,13.09,8.00,299.08,4.76,3.2
04/12/07,14.42,180,12.84,7.89,301.08,8.99,2.3
04/13/07,14.24,180,12.98,7.89,301.28,10.10,2.5
04/14/07,13.87,179,13.11,7.88,302.74,4.93,2.4
04/15/07,13.50,178,13.36,7.89,298.52,4.75,1.9
04/16/07,13.56,179,13.69,7.91,302.11,8.54,2.2
04/17/07,14.00,179,13.92,7.96,296.95,8.43,2.2
04/18/07,14.44,179,14.07,8.06,293.96,8.95,2.7
04/19/07,14.42,179,14.01,8.05,293.83,8.99,3.1
04/20/07,14.94,180,14.20,8.09,293.14,11.48,3.8
04/21/07,15.80,179,17.04,8.69,247.98,21.01,13.1
04/22/07,15.82,181,15.67,8.55,255.61,27.45,9.4
04/23/07,15.77,185,14.66,8.44,266.35,40.86,11.3
04/24/07,16.47,182,14.51,8.50,260.45,72.90,18.0
04/25/07,16.69,182,14.20,8.45,259.78,112.98,15.5
04/26/07,17.05,184,13.66,8.36,267.73,183.24,12.1
04/27/07,17.16,187,13.26,8.24,268.64,132.17,14.2
04/28/07,17.86,191,13.37,8.28,272.48,166.45,5.9
04/29/07,18.80,190,14.43,8.56,256.66,237.80,8.0
04/30/07,19.68,189,15.31,8.80,247.46,103.00,6.2
05/01/07,20.14,189,14.96,8.77,245.75,83.61,6.6
05/02/07,20.82,188,14.59,8.76,238.22,59.87,11.5
05/03/07,20.91,189,14.15,8.70,222.55,31.38,12.8
05/04/07,20.63,188,12.89,8.49,238.16,30.16,7.6
05/05/07,21.08,188,13.07,8.53,222.33,3.85,9.2
05/06/07,21.70,188,12.72,8.48,251.16,2.23,9.6
05/07/07,21.52,188,12.02,8.38,262.34,3.19,12.4
05/08/07,21.91,189,11.82,8.37,263.97,3.08,17.5
05/09/07,22.89,189,12.81,8.62,250.71,5.39,19.5
05/10/07,23.74,189,13.49,8.83,235.61,28.34,23.7
05/11/07,23.97,245,11.91,8.83,222.02,25.74,21.5
05/12/07,23.93,184,11.05,8.93,233.11,0.53,3.9
05/13/07,24.08,184,10.83,8.74,238.03,0.99,142.7
05/14/07,24.09,185,10.98,8.60,241.34,1.12,230.5
05/15/07,23.69,184,11.38,8.31,248.92,1.80,75.0
05/16/07,23.28,183,11.16,8.02,253.09,2.91,7.4
05/17/07,22.91,180,11.48,7.95,255.68,3.12,2.6
05/18/07,22.48,179,7.15,7.90,257.04,2.35,2.2
05/19/07,22.47,179,9.04,8.01,254.67,1.64,2.2
05/20/07,22.58,179,12.03,8.19,255.20,1.55,3.2
05/21/07,22.49,179,12.37,8.20,253.00,1.70,2.9
06/08/07,26.04,182,7.29,7.94,214.32,1.62,6.5
06/09/07,26.23,182,8.00,8.13,235.49,2.36,8.1
06/10/07,26.22,181,7.93,8.13,240.57,2.14,7.6
06/11/07,25.95,181,7.45,7.93,245.47,2.16,7.3
06/12/07,26.04,180,7.85,8.08,258.35,2.54,7.9
06/13/07,26.80,180,8.59,8.31,262.98,2.38,6.8
06/14/07,27.16,180,8.94,8.48,261.39,1.70,6.8
06/15/07,27.53,180,9.12,8.52,265.52,1.68,6.1
06/16/07,27.74,180,8.91,8.37,268.25,1.97,6.7
06/17/07,27.94,182,9.10,8.55,269.81,1.98,6.8
06/18/07,27.67,182,8.23,8.18,288.35,3.04,6.4
06/19/07,27.38,184,7.63,7.89,290.03,3.61,7.0
06/20/07,27.49,185,7.70,7.83,288.80,17.98,7.0
06/21/07,27.69,187,7.86,7.66,287.24,5.11,6.8
06/22/07,27.94,186,8.30,7.72,281.96,3.89,7.1
06/23/07,28.08,184,8.27,7.97,281.20,5.22,6.5
06/24/07,27.68,184,7.21,7.72,288.78,10.49,5.7
06/25/07,27.69,184,7.21,7.70,286.57,46.53,9.7
06/26/07,27.59,184,7.47,7.87,287.35,104.92,7.1
06/27/07,27.57,185,7.45,7.90,289.10,5.60,7.7
06/28/07,28.10,184,8.11,8.10,285.34,4.40,8.6
06/29/07,28.35,183,8.20,8.14,285.61,3.08,7.6
06/30/07,28.41,182,8.06,8.10,285.45,2.26,7.7
07/01/07,28.12,182,7.42,7.82,289.09,2.52,6.8
07/02/07,27.96,183,7.47,7.87,287.73,3.57,7.7
07/03/07,28.49,182,8.37,7.97,285.05,4.50,6.8
07/04/07,28.28,182,7.98,7.92,286.75,4.22,6.6
07/05/07,28.24,183,7.39,7.69,286.71,3.25,6.2
07/06/07,28.54,184,7.69,7.79,282.43,2.85,6.8
07/07/07,28.85,184,7.96,7.89,281.54,26.00,7.7
07/08/07,29.66,184,8.39,7.94,276.49,56.02,9.8
07/09/07,29.70,184,8.70,8.13,271.81,17.40,13.3
07/10/07,28.92,184,7.17,7.74,279.09,65.29,30.6
07/11/07,28.87,184,7.16,7.85,270.98,118.73,9.2
07/12/07,29.18,186,7.53,7.91,276.40,120.71,6.4
07/13/07,29.04,186,7.46,7.93,273.25,100.33,6.3
07/14/07,29.21,187,7.71,8.02,273.48,57.88,5.0
07/15/07,29.48,188,8.10,8.16,272.33,119.82,5.2
07/16/07,29.72,190,8.31,8.24,273.50,37.02,5.3
07/17/07,29.81,190,7.93,8.09,272.04,18.40,4.4
07/18/07,29.87,191,7.64,8.06,273.68,48.25,4.9
07/19/07,29.66,192,7.33,8.03,273.46,231.23,4.8
07/20/07,29.55,192,7.44,8.15,272.35,16.33,6.4
07/21/07,29.18,192,7.31,8.08,275.01,2.70,6.8
07/22/07,28.73,193,7.46,8.10,275.23,2.56,6.8
07/23/07,28.38,193,6.96,7.94,277.79,2.60,6.3
07/25/07,28.96,187,8.58,8.52,245.57,1.53,9.0
07/26/07,29.02,187,8.15,8.37,249.56,1.59,7.5
07/27/07,28.80,188,7.73,8.27,261.32,1.40,6.2
07/28/07,28.79,188,7.57,8.18,276.10,1.73,6.7
07/29/07,29.02,189,7.49,8.10,284.32,1.82,6.8
07/30/07,28.99,189,7.41,8.08,287.97,2.28,6.5
07/31/07,29.07,188,7.05,7.98,290.89,1.95,6.0
08/01/07,29.30,189,7.06,7.92,279.70,2.04,6.2
08/02/07,29.76,190,7.54,8.12,271.48,1.30,6.0
08/03/07,30.04,190,7.81,8.24,265.11,1.26,5.4
08/04/07,29.81,190,7.29,8.17,265.51,1.13,4.7
08/05/07,29.62,190,6.66,7.93,272.80,1.27,4.4
08/06/07,29.87,191,6.72,7.93,271.11,1.12,3.8
08/07/07,30.18,191,6.92,7.94,265.77,1.11,3.4
08/08/07,30.48,191,6.81,7.87,268.84,1.06,3.4
08/09/07,30.61,192,6.79,7.88,271.17,8.87,3.7
08/10/07,30.89,192,7.26,8.05,271.06,2.43,5.9
08/11/07,30.91,193,6.89,7.94,272.46,0.79,5.7
08/12/07,30.96,193,5.94,7.67,255.45,0.55,5.3
08/13/07,30.75,194,6.01,7.62,292.02,2.08,5.2
08/14/07,30.99,194,5.62,7.56,286.50,0.66,4.3
08/15/07,31.30,194,6.60,7.78,281.53,0.63,2.6
08/16/07,31.01,194,6.50,7.70,293.27,1.13,3.1
08/17/07,31.08,193,6.80,7.93,293.82,1.22,4.8
08/18/07,31.04,194,6.09,7.67,308.73,0.85,3.6
08/19/07,30.78,192,5.27,7.46,315.75,1.96,3.2
08/20/07,30.33,190,4.59,7.37,319.42,7.80,5.6
08/21/07,30.17,191,4.49,7.33,316.71,1.75,3.6
08/22/07,30.46,190,5.90,7.57,301.49,1.14,3.7
08/23/07,30.51,191,6.18,7.62,292.75,1.06,3.7
08/24/07,30.40,191,6.25,7.68,287.78,1.53,3.2
08/25/07,30.25,191,6.58,7.81,286.23,3.71,4.1
08/26/07,30.12,192,6.44,7.76,292.44,1.96,4.1
08/27/07,29.98,192,6.62,7.78,290.36,1.84,3.0
08/28/07,29.96,191,6.47,7.73,294.21,1.57,2.9
08/29/07,29.79,192,5.57,7.57,290.64,1.08,2.9
08/30/07,29.64,191,5.81,7.60,287.21,1.81,3.9
08/31/07,29.43,191,6.30,7.70,288.30,2.61,4.4
09/01/07,29.11,191,6.71,7.77,283.94,2.40,4.2
09/02/07,28.91,191,7.04,7.82,278.53,1.95,4.2
09/03/07,28.85,192,6.74,7.74,282.47,1.59,3.4
09/04/07,28.84,192,6.51,7.63,283.10,1.16,3.3
09/05/07,28.68,193,5.95,7.54,285.26,1.00,2.8
09/06/07,28.37,192,5.73,7.58,284.51,2.21,2.6
09/07/07,27.96,192,5.95,7.64,289.81,2.57,3.4
09/08/07,27.64,192,5.95,7.61,303.93,2.35,2.6
09/09/07,27.49,193,5.73,7.58,314.61,1.30,1.9
09/10/07,27.57,193,5.56,7.53,307.48,1.29,1.3
09/11/07,27.25,193,5.95,7.56,309.45,2.71,1.2
09/12/07,27.18,194,6.38,7.72,300.86,1.88,0.9
